OrderNumber,CustomerCode,OrderDate,RequiredDate,SalesPersonCode,ShippingMethod,PaymentTerms,Status,Priority,TotalAmount,Tax,Currency,BillingAddress,ShippingAddress
SO20250820975,CUST0322,2025-08-13,2025-08-30,SALES007,Freight,NET30,Closed,Normal,859.5899999999999,63.67,USD,3250 First Ave Fort Worth TX 54515,3250 First Ave Fort Worth TX 54515
SO20250820976,CUST0033,2025-08-09,2025-08-22,SALES008,Express,Wire Transfer,Shipped,Urgent,5026.18,295.66,CAD,4290 Second St Generic City NC 56915,4290 Second St Generic City NC 56915
SO20250820977,CUST0165,2025-08-07,2025-08-22,SALES001,Freight,NET15,Cancelled,Low,4264.95,250.88,USD,2391 Oak Rd New York NY 54335,1681 Corporate Rd San Francisco CA 77112
SO20250820978,CUST0115,2025-08-16,2025-08-24,SALES003,Freight,NET45,Shipped,Low,5248.25,366.16,CAD,2280 Second Ave Generic City AZ 24914,2280 Second Ave Generic City AZ 24914
SO20250820979,CUST0164,2025-08-14,2025-08-28,SALES002,2-Day,Wire Transfer,Open,High,726.98,60.03,CAD,8189 Park Rd Generic City GA 14225,5882 Warehouse St Los Angeles CA 37270
SO20250820980,CUST0092,2025-08-07,2025-08-29,SALES005,Express,NET30,Processing,Urgent,1859.31,137.73,CAD,3501 Oak Dr Generic City MI 83745,5690 Corporate St Los Angeles CA 84392
SO20250820981,CUST0233,2025-08-13,2025-08-23,SALES004,Pickup,Credit Card,Open,High,1866.89,130.25,CAD,7260 Elm Ave Generic City NC 92575,7260 Elm Ave Generic City NC 92575
SO20250820982,CUST0451,2025-08-15,2025-08-24,SALES006,Overnight,NET45,Open,Normal,3413.38,281.84,EUR,9925 Elm Blvd Generic City OH 11631,9925 Elm Blvd Generic City OH 11631
SO20250820983,CUST0288,2025-08-07,2025-08-28,SALES007,Freight,Credit Card,Closed,Normal,5305.030000000001,312.06,EUR,9307 Washington Dr Generic City MI 45765,9307 Washington Dr Generic City MI 45765
SO20250820984,CUST0089,2025-08-13,2025-08-31,SALES002,Freight,Wire Transfer,Cancelled,Low,800.06,47.06,CAD,8200 Washington Blvd Generic City PA 78119,7523 Industrial Blvd Generic City MA 36786
SO20250820985,CUST0104,2025-08-15,2025-08-28,SALES001,Express,Credit Card,On Hold,Urgent,5249.25,433.42,CAD,8936 Washington Blvd Generic City WA 37856,8936 Washington Blvd Generic City WA 37856
SO20250820986,CUST0198,2025-08-15,2025-08-22,SALES001,Pickup,Wire Transfer,Cancelled,Urgent,4593.19,270.19,CAD,7663 Oak Rd Generic City VA 62766,3392 Commerce St Generic City NJ 54553
SO20250820987,CUST0182,2025-08-06,2025-08-28,SALES002,Pickup,NET15,Processing,Low,2541.5499999999997,209.85,CAD,9042 Park Blvd Fort Worth TX 81828,9042 Park Blvd Fort Worth TX 81828
SO20250820988,CUST0232,2025-08-01,2025-08-24,SALES006,Freight,NET45,Processing,High,1060.87,78.58,EUR,2837 Elm St Peoria IL 32127,2837 Elm St Peoria IL 32127
SO20250820989,CUST0446,2025-07-21,2025-08-29,SALES007,Ground,COD,Processing,Low,3002.62,222.42,USD,5293 Main Blvd Generic City NJ 23608,5293 Main Blvd Generic City NJ 23608
SO20250820990,CUST0184,2025-07-26,2025-08-21,SALES006,Ground,Wire Transfer,Open,Normal,2615.79,193.76,EUR,6678 Oak Dr Syracuse NY 43378,6678 Oak Dr Syracuse NY 43378
SO20250820991,CUST0094,2025-08-15,2025-09-02,SALES007,2-Day,COD,Processing,High,3773.71,311.59,EUR,4775 First Ave Generic City AZ 88604,4838 Industrial Blvd Generic City OH 13429
SO20250820992,CUST0275,2025-07-21,2025-08-22,SALES008,2-Day,Wire Transfer,Cancelled,High,2008.8400000000001,140.15,EUR,8749 Elm Blvd Generic City VA 92017,8749 Elm Blvd Generic City VA 92017
SO20250820993,CUST0407,2025-07-25,2025-08-27,SALES003,Ground,Credit Card,Open,Low,870.8100000000001,66.37,CAD,2714 Washington Rd San Diego CA 15128,2714 Washington Rd San Diego CA 15128
SO20250820994,CUST0250,2025-08-20,2025-08-23,SALES001,Freight,COD,Closed,Low,3657.63,270.94,USD,1368 Main Dr Generic City AZ 54771,1368 Main Dr Generic City AZ 54771
SO20250820995,CUST0121,2025-08-17,2025-08-28,SALES001,Express,Wire Transfer,On Hold,High,1345.34,111.08,CAD,6477 Main Blvd Fort Worth TX 94825,6477 Main Blvd Fort Worth TX 94825
SO20250820996,CUST0391,2025-08-05,2025-08-26,SALES008,Express,NET45,Processing,Urgent,2642.54,155.44,EUR,3875 Oak Ave San Diego CA 13252,3875 Oak Ave San Diego CA 13252
SO20250820997,CUST0474,2025-07-24,2025-08-23,SALES006,Overnight,Credit Card,On Hold,Urgent,2433.1800000000003,180.24,USD,1246 Main Blvd Tampa FL 21985,1246 Main Blvd Tampa FL 21985
SO20250820998,CUST0258,2025-08-13,2025-08-30,SALES005,Freight,Wire Transfer,Shipped,Normal,2263.13,172.48,USD,5058 Oak St San Diego CA 87726,3480 Business Rd Generic City MI 25400
SO20250820999,CUST0127,2025-08-18,2025-08-26,SALES007,Pickup,NET45,Processing,Urgent,2693.83,187.94,CAD,3307 First St Rockford IL 49515,3307 First St Rockford IL 49515
SO202508201000,CUST0095,2025-08-04,2025-09-02,SALES003,Express,NET30,Shipped,Normal,2788.56,206.56,EUR,7421 Washington Rd Syracuse NY 84465,7421 Washington Rd Syracuse NY 84465
